,reply_text,reply_type
3642,"['A', ""hero's"", 'life', 'cut', 'short', 'by', 'a', 'coward', 'while', 'standing', 'by', 'our', 'symbol', 'of', 'freedom', '.', 'Condolences', 'to', 'his', 'family', 'and', 'CF', '.']",comment
3643,"['May', 'he', 'rest', 'in', 'peace', '.']",comment
3644,"['Prayers', '&', 'hugs', 'to', 'his', 'family', '.']",comment
3645,"['Rest', 'in', 'Peace', ',', 'Cpl', 'Cirillo', '.', 'Prayers', 'for', 'his', 'famil', '.']",comment
3646,"['“', ':', ':', 'Soldier', 'killed', 'at', 'war', 'memorial', 'identified', 'as', 'Cpl', '.', 'Nathan', 'Cirillo', '”']",support
3647,"['Heartbreaking', '!']",comment
3648,"['Rest', 'In', 'Peace', 'Soldier', 'and', 'God', 'Bless', 'You', '.']",comment
3649,"['May', 'His', 'Soul', 'Rest', 'in', 'Peace', '!']",comment
3650,"['Dear', 'People', 'I', 'see', 'on', 'the', 'news', 'with', 'your', 'phones', 'out', 'taking', 'pics', '-', 'PLEASE', 'get', 'off', 'the', 'streets', 'and', 'take', 'cover', '!', '!']",comment
3651,"['“', ':', 'More', 'shots', 'fired', 'just', 'off', 'Parliament', 'Hill', '.', 'Police', 'telling', 'everyone', 'to', 'take', 'cover', '.', '”', 'WTF', 'is', 'wrong', 'with', 'the', 'world', '?', '!']",comment
3652,"['“', ':', 'More', 'shots', 'fired', 'just', 'off', 'Parliament', 'Hill', '.', 'Police', 'telling', 'everyone', 'to', 'take', 'cover', '.', '”', 'Scary', '...', 'Keep', 'safe', 'everyone']",comment
3653,"['“', ':', 'More', 'shots', 'fired', 'just', 'off', 'Parliament', 'Hill', '.', 'Police', 'telling', 'everyone', 'to', 'take', 'cover', '.', '”', 'What', 'the', 'fuck']",comment
3654,"['“', ':', 'More', 'shots', 'fired', 'just', 'off', 'Parliament', 'Hill', '.', 'Police', 'telling', 'everyone', 'to', 'take', 'cover', '.', '”']",support
3655,"['Canadians', 'will', 'be', 'vigilant', 'and', 'strong', '.', 'We', ""won't"", 'be', ""'"", 'bullied', ""'"", 'and', 'intimidated', '.']",comment
3656,"['we', 'are', 'with', 'you', '!', '🇺', '🇸']",support
3657,"['Stay', 'safe', 'up', 'there', '.']",comment
3658,"['Like', 'most', 'good', 'citizens', ',', ""I'm"", 'awfully', 'fed', 'up', 'with', 'gun', 'violence', 'in', 'both', 'Canada', 'and', 'the', 'USA', '.', 'Senseless', 'and', 'brutal', '.']",comment
3659,"['How', 'can', 'you', 'shoot', 'the', 'guard', 'at', 'a', 'war', 'memorial', '.']",comment
3660,"['Added', 'to', 'what', 'happened', 'in', 'Quebec', 'on', 'Monday', ',', 'the', 'people', 'who', 'protect', 'our', 'nations', 'need', 'our', 'full', 'support', '.']",comment
3661,"['Yes', 'they', 'do', '.']",support
3662,"['“', ':', 'More', 'shots', 'fired', 'just', 'off', 'Parliament', 'Hill', '.', 'Police', 'telling', 'everyone', 'to', 'take', 'cover', '.', '”', 'Oh', 'my', 'goodness']",comment
3663,"['my', 'god', ',', 'sending', 'prayers', '.', 'Has', 'he', 'been', 'shot', 'dead', 'I', 'just', 'read', 'on', 'Twitter']",comment
3664,"[',', '854,082', 'square', 'mile', 'gun-free', 'zone', '...', '|', 'MT', '""', 'More', 'shots', 'fired', 'just', 'off', 'Parliament', 'Hill', '...', '""']",comment
3665,"['psst', '.', 'Guns', ""aren't"", 'banned', 'in', 'Canada', '.']",comment
3666,"['until', ""there's"", 'a', 'terrorist', 'attack', 'on', 'a', 'legal', 'shooting', 'range', 'they', 'may', 'as', 'well', 'be', '.']",comment
3667,"[':', 'More', 'shots', 'fired', 'just', 'off', 'Parliament', 'Hill', '.', 'Police', 'telling', 'everyone', 'to', 'take', 'cover', '.']",support
3668,"[':', 'passenger', 'plane', 'crashes', 'in', 'French', 'Alps', 'with', 'onboard']",comment
3669,"['RT', ':', 'passenger', 'plane', 'crashes', 'in', 'French', 'Alps', 'with', 'onboard']",comment
3670,"['“', ':', 'passenger', 'plane', 'crashes', 'in', 'French', 'Alps', 'with', 'onboard', '”', '!', '!']",comment
3671,"['“', ':', 'passenger', 'plane', 'crashes', 'in', 'French', 'Alps', 'with', 'onboard', '”', 'sad', 'sad', 'day']",comment
3672,"['Tragedy', 'strikes', 'again', 'RT', '“', ':', 'passenger', 'plane', 'crashes', 'in', 'French', 'Alps', 'with', 'onboard', '”']",comment
3673,"['terrible', 'situation', '...', ""Let's"", 'pray', 'to', 'God', 'to', 'take', 'control', '!']",comment
3674,"['Praying', 'for', 'the', 'families', 'and', 'friends', 'of', 'those', 'involved', 'in', 'crash', '.', ""I'm"", 'so', 'sorry', 'for', 'your', 'loss', '.']",comment
3675,"['damn', ',', 'thats', 'the', 'airlines', 'i', 'normally', 'use', 'when', 'going', 'Germany', 'bro', '.']",comment
3676,"['Ohhh', 'man', ',', 'terrible', 'news', 'for', 'all', 'the', 'victims', ""'"", 'families', '!']",support
3677,"['was', 'the', 'co-pilot', 'Christian', '-', 'since', 'no', 'ones', 'calling', 'this', 'a', 'terrorist', 'act', '!']",comment
3678,"['yes', 'indeed', '.']",support
3679,"[""that's"", 'suspicious', '!']",comment
3680,"[""doesn't"", 'mention', 'if', ""it's"", 'the', 'co-pilot', 'in', 'the', 'report', '.']",support
3681,"['Suicide', 'mission', '?', ""That's"", 'crazy', 'stuff', '.']",comment
3682,"['This', 'sounds', 'like', 'pilot', 'suicide', '.']",support
3683,"['My', 'thought', 'too', '!', 'Question', 'is', 'then', 'if', 'his', 'motives', 'where', 'his', 'own', 'or', 'something', 'else', '?']",comment
3684,"['all', 'reports', 'say']",deny
3685,"['“', ':', 'Up', 'to', 'held', 'hostage', 'in', 'Sydney', 'Lindt', 'Cafe', 'siege', '-', 'wonder', 'if', ""they'll"", 'get', 'paid', 'overtime']",comment
3686,"['“', ':', 'Up', 'to', 'held', 'hostage', 'in', 'Sydney', 'Lindt', 'Cafe', 'siege', '”', 'Oh', '.', 'My', '.', 'God', '.', 'I', 'am', 'SICK', '!']",support
3687,"['“', ':', 'Up', 'to', 'held', 'hostage', 'in', 'Sydney', 'Lindt', 'Cafe', 'siege', '”']",support
3688,"['Religion', 'is', 'nothing', 'but', 'harmful', 'to', 'society', '.']",comment
3689,"['at', 'least', ""they've"", 'got', 'good', 'chocolate']",comment
3690,"['You', 'cunt', '.']",deny
3691,"['you', 'are', 'an', 'insensitive', 'idiot', '!']",comment
3692,"['oh', 'god', '!', '!', '!']",comment
3693,[],comment
3694,"['“', ':', 'Up', 'to', 'held', 'hostage', 'in', 'Sydney', 'Lindt', 'Cafe', 'siege', '”']",support
3695,"['Get', 'the', 'terrorists', 'families', ',', 'take', 'them', 'to', 'the', 'cafe', '.', 'Surrender', 'or', 'your', 'families', 'will', 'be', 'shot', 'in', 'front', 'of', 'you', '.', 'Eye', 'for', 'an', 'eye', '.']",comment
3696,"['Can', 'we', 'take', 'the', 'gloves', 'off', 'and', 'go', 'over', 'and', 'kill', 'these', 'ISIS', 'bastards', 'before', 'they', 'cause', 'any', 'more', 'trouble', '?']",comment
3697,"['What', 'the', 'Hell', '?', '!', '“', ':', 'Up', 'to', 'held', 'hostage', 'in', 'Sydney', 'Lindt', 'Cafe', 'siege', '”']",comment
3698,"['“', ':', 'Up', 'to', 'held', 'hostage', 'in', 'Sydney', 'Lindt', 'Cafe', 'siege', '”']",support
3699,"['Sick', '.', '""', ':', 'Up', 'to', 'held', 'hostage', 'in', 'Sydney', 'Lindt', 'Cafe', 'siege', '”']",support
3700,"['May', 'god', 'grant', 'them', 'their', 'wish', '.', 'Hopefully', 'slowly', 'and', 'painfully', '.']",comment
3701,"['die', 'like', 'cowards']",comment
3702,"['Why', 'are', 'they', 'running', '?', 'Coward', '.', '!']",comment
3703,"[""'"", 'As', 'dogs', ""'""]",comment
3704,"[""don't"", 'kill', 'them', '!', 'If', 'they', 'get', 'killed', 'i', 'wana', 'see', 'their', 'faces', '!', ""Don't"", 'want', 'another', 'Bin', 'laden', 'incident', ',', 'do', 'we', '!']",comment
3705,"['dying', 'in', 'the', 'business', 'of', 'killing', 'people', 'is', 'the', 'basis', 'for', 'martydom', '?']",comment
3706,"['they', 'will', 'not', 'die', 'as', 'martys', '-', 'they', 'will', 'die', 'as', 'the', 'dogs', 'that', 'they', 'are', '.', 'Only', 'hellfire', 'will', 'await', 'them', '.']",deny
3707,"['Dogs', 'are', 'waaaaay', 'better', 'than', 'these', 'bastards']",comment
3708,"['ERTE', 'shooting', 'suspects', 'tell', 'police', 'they', ""'"", 'prepared', 'to', 'die', 'as', 'martyrs', ""'"", '-']",support
3709,"['then', 'kill', 'these', 'bastards']",comment
3710,"[':', 'attack', 'suspects', 'tell', 'police', ',', '""', 'prepared', 'to', 'die', 'as', 'martyrs', '""', '—', 'French', 'media']",support
3711,['Via'],comment
3712,"['who', 'gave', 'them', 'thinking', 'of', 'martyr', '?', 'Those', 'continually', 'hurting', 'Muslims', 'by', 'their', 'irrespective', 'behavior', 'for', 'Messenger', 'of', 'God', '.']",comment
3713,"['Try', 'and', 'arrest', 'them', 'first', 'so', 'they', 'can', 'be', 'put', 'in', 'jail', 'to', 'rot', '.', 'A', 'much', 'better', 'end', 'for', 'them', '.', ""They'll"", 'end', 'up', 'as', 'homosexual', '.']",comment
3714,"['then', 'make', 'it', 'so']",comment
3715,"['to', 'hostages', '?', '!', '?']",comment
3716,"['pray', ',', 'usually', ""it's"", 'help', 'allot', 'before', 'everyone', 'will', 'go', 'straight', 'to', 'haven.Flag', 'is', 'comon', 'bulshit', 'about', 'Muhammad', 'etc', '.']",comment
3717,"['because', 'they', 'gives', 'us', 'idea', 'to', 'create', 'jobs', ':', 'starting', 'from', 'now', 'everybody', 'well', 'be', 'scaned', 'before', 'get', 'in', 'any', 'coffee', 'shop', 'in', 'CA']",comment
3718,"['Video', 'manipulation', 'takes', 'time', '.', 'RT', ':', 'If', 'there', 'is', 'surveillance', 'of', 'a', 'robbery', 'why', 'release', 'stills', 'and', 'not', 'the', 'video', 'itself', '?']",support
3719,"['why', 'is', 'that', 'even', 'relevant', '?', '!']",comment
3720,"['“', 'Video', 'manipulation', 'takes', 'time', '.', 'RT', 'If', ""there's"", 'surveillance', 'of', 'a', 'robbery', 'why', 'release', 'stills', '&', 'not', 'video', '?', '.', '”']",comment
3721,"['Where', 'is', 'the', 'video', 'from', 'the', 'cellphone', 'taken', 'from', 'one', 'of', 'the', 'witnesses', 'who', 'saw', 'Brown', 'shot', 'and', 'killed', '?']",query
3722,"['It', ""doesn't"", 'matter', '.', 'The', 'cop', ""shouldn't"", 'have', 'killed', 'him', '.', 'Also', ',', ""I'd"", 'like', 'to', 'see', 'the', 'damn', 'injuries', 'the', 'wussy', 'cop', 'had', '.']",support
3723,"['Because', 'it', 'shows', 'Brown', 'negatively', '.', 'The', 'real', 'issue', 'is', ':', 'Why', 'did', 'a', 'cop', 'shoot', 'and', 'kill', 'an', 'unarmed', 'man', ',', 'hands', 'up', '?']",support
3724,"[""That's"", 'what', 'you', 'got', 'from', 'those', 'looks', 'like', 'some', '1', 'pushing', 'an', 'old', 'lady', 'around', '...', 'no', '?']",comment
3725,"['is', 'that', 'even', 'him', 'in', 'the', 'stills', '?']",deny
3726,"['look', 'at', 'the', 'shoes']",support
3727,"[""doesn't"", 'justify', 'him', 'getting', 'shot', 'several', 'times', '.']",comment
3728,"['got', 'me', 'all', 'wrong', 'the', 'robbery', 'suspect', 'is', 'wearing', 'sandals', 'but', 'michael', 'is', 'wearing', 'tennis', 'shoes', '-', 'few', 'mins', 'later']",comment
3729,"['they', 'did', 'release', 'the', 'video', '..', 'up', 'to', 'the', 'journalists', 'to', 'post', 'them']",support
3730,"[""It's"", 'easier', 'to', 'manipulate', 'pictures', 'than', 'a', 'video', '.']",comment
3731,"['To', 'not', 'telegraph', 'their', 'court', 'case', '“', ':', 'If', 'there', 'is', 'surveillance', 'of', 'a', 'robbery', 'why', 'release', 'stills', 'and', 'not', 'video', 'itself', '?', '”']",deny
3732,"['maybe', 'they', 'will', 'do', 'like', 'and', 'cut', 'out', 'frames']",comment
3733,"['Photo', 'shows', 'attackers', 'are', 'at', 'least', 'trained', '&', 'possibly', 'eerienced', 'with', 'combat', 'weapons', '.', 'More', 'tracking', 'needed', 'of', 'overseas', 'fighters', '.']",comment
3734,"['.', ""Won't"", 'happen', '.', 'Dover', 'checks', 'are', 'focused', 'mainly', 'on', 'de-worming', 'treatments', 'for', 'dogs', '.']",comment
3735,"['Sickening', '""', ':', 'confirmed', 'dead', ',', 'Francois', 'Hollande', 'to', 'visit', 'scene', 'of', 'attack', ':', '”']",support
3736,"['Wild', 'West', 'Politics', ':', 'Western', 'Europe', 'is', 'suffering', 'from', 'its', 'internal', 'contradictions', ';', 'welcome', 'to', 'the', 'tribal', 'politics', 'of', 'the', 'future', '.']",comment
3737,"['Hi', 'this', 'is', 'the', 'photo', 'of', 'our', 'journalist', 'please', 'credit', 'him', 'at', 'least', '.']",comment
3738,"['“', ':', 'Hi', 'this', 'is', 'the', 'photo', 'of', 'our', 'journalist', 'please', 'credit', 'him', 'at', 'least', '.', '”', 'lol', 'business', '..', 'Encore', 'et', 'encore']",comment
3739,"['Je', 'disais', 'quoi', '?', 'Smh', '..', 'RT', '""', ':', 'Hi', 'this', 'is', 'the', 'photo', 'of', 'our', 'journalist', 'please', 'credit', 'him', 'at', 'least', '.', '""']",comment
3740,"['indeed', ',', 'this', 'is', 'called', '""', 'courtesy', '""', '(', 'thing', 'often', 'unknown', 'by', 'british', 'papers', ')']",comment
3741,"['lol', 'nd', 'u', 'lot', 'wanted', 'to', 'go', 'paris', 'to', 'get', 'our', 'headgears', 'ripped', 'off']",comment
3742,"['nah', 'not', 'even', 'on', 'that', 'man', ',', 'habibi', 'marseille']",comment
3743,"['.', 'Well', ',', 'are', 'noting', 'that', 'whoever', 'fired', 'those', 'bullets', 'knew', 'how', 'to', 'fire', 'the', 'gun', 'properly', '.', 'PN', 'office', 'dead', '?']",comment
3744,"['""', 'Ottawa', 'Police', 'report', 'a', 'third', 'shooting', 'at', 'Rideau', 'Centre', ',', 'no', 'reports', 'of', 'injuries', '.', '""', 'Hoping', 'everyone', 'stays', 'safe', '<3']",deny
3745,"['“', ':', 'Ottawa', 'Police', 'report', 'a', 'third', 'shooting', 'at', 'Rideau', 'Centre', ',', 'no', 'reports', 'of', 'injuries', '.', '”', 'Wtf', 'is', 'happening']",support
3746,"['your', 'news', 'coverage', 'is', 'all', 'over', 'the', 'place', 'and', 'making', 'it', 'sound', 'like', 'there', 'are', 'hundreds', 'of', 'shootings', 'happening', '.', 'Please', 'be', 'carful', '.']",comment
3747,"['near', ',', 'NEAR', 'the', 'Rideau', 'Centre']",comment
3748,"['Hope', 'we', 'will', 'not', 'to', 'hear', 'this', 'kind', 'of', 'news', 'once', 'again', '!']",comment
3749,"['how', 'many', ""'"", 'nazis', ""'"", 'did', 'leebowitz', 'kill', '?']",query
3750,"['A', 'tragedy', 'for', 'the', 'families', 'and', 'friends', 'of', 'the', 'plane', 'travelers', 'and', 'workers', '!', 'Despite', 'news', ',', 'may', 'at', 'least', 'some', 'of', 'them', 'could', 'survive', '?']",support
3751,"['my', 'support', 'for', 'families']",comment
3752,"['Lets', 'wait', 'for', 'NTSB', 'to', 'tell', 'us', 'why', 'it', 'happened', '.', 'I', 'hope', 'its', 'not', 'terrorism', '.']",comment
3753,"['I', 'recorded', 'this', 'today', 'thinking', 'about', 'all', 'those', 'lost', 'spirits', 'May', 'they', 'Rest', 'Easy', '-']",comment
3754,"['A', 'White', 'European', 'terrorist', 'did', 'a', 'white', 'wing', 'suicide', 'terrorist', 'attack']",comment
3755,"['So', 'sad', 'to', 'know', 'that', 'it', 'was', 'a', 'deliberate', 'suicide']",comment
3756,"['difficult', 'times', 'for', 'the', 'families', 'involved', 'what', 'a', 'loss']",comment
3757,"[':', 'thank', 'you', 'for', 'putting', 'me', 'on', 'the', 'TB', 'list', '.']",comment
3758,"['sorrow', 'is', 'not', 'the', 'emotion', 'one', 'should', 'have', 'at', 'this', 'stage', '.', 'maybe', 'afterwards', '.', 'right', 'now', ',', ""it's"", 'appropriate', 'to', 'be', 'filled', 'w', 'rage']",comment
3759,"['is', 'it', 'just', 'a', 'coincidence', 'that', 'kosher', 'market', 'thing', 'or', 'a', 'missibg', 'part', 'of', 'the', 'picture', '?']",comment
3760,"['really', 'sad', '.', 'Ever', 'seen', 'fotos', 'of', 'gaza', 'babies', '?', 'All', 'babies', 'r', 'equal', 'i', 'suppose']",comment
3761,"['u', 'r', 'among', 'the', 'only', 'journalists', 'saying', 'kosher', 'market', '&', 'not', 'calling', 'it', 'something', 'generic', '.', 'If', ""it's"", 'kosher', 'it', 'was', 'targeted', '.', 'Thx']",support
3762,"['Hashtag', 'shows', 'lots', 'of', 'journalists', 'are', 'referring', 'to', 'it', 'as', 'a', 'kosher', 'supermarket', '.']",query
3763,"[""that's"", 'my', 'mistake', '.', 'Thanks', '!']",comment
3764,"['No', 'problem', '!', 'Wish', 'it', ""weren't"", 'such', 'a', 'horrible', 'situation', '.']",comment
3765,"[':', 'An', '-', 'month', 'old', 'baby', 'is', 'among', 'the', 'hostages', 'at', 'the', 'Kosher', 'supermarket', 'in']",support
3766,"['*', 'Mutes', 'Universe', '*']",comment
3767,"['The', 'pause', 'button', 'is', 'broken', 'and', 'there', 'is', 'no', 'rewind', 'function', '.', ""It's"", 'terrifying', 'when', 'you', 'think', 'about', 'it', '.']",query
3768,"['can', 'i', 'borrow', 'your', 'universal', 'mute', 'button', '?']",query
3769,"[""It's"", 'that', 'kind', 'of', 'day', '.', 'The', 'kind', 'where', 'you', 'want', 'to', 'go', 'back', 'to', 'bed', 'with', 'some', 'fiction', 'to', 'distract', '.']",comment
3770,"['Or', 'the', 'day', 'you', 'wonder', 'why', 'you', ""didn't"", 'just', 'study', 'creative', 'writing', 'and', 'adopt', 'some', 'nice', 'cats', 'in', 'Vermont', '...', 'or', 'something', '.']",support
3771,"['I', 'could', 'become', 'a', 'novelist', 'and', 'live', 'in', 'the', 'woods', 'of', 'northern', 'Maine', '...', 'with', 'no', 'internet', '.', 'And', 'ditto', 'cat', '(', 's', ')']",comment
3772,"['rather', 'than', 'being', 'a', ""'"", 'lone-wolf', 'copy-cat', ""'"", 'the', 'fact', 'the', 'attacker', 'is', 'so', 'well-armed', 'points', 'to', 'a', 'far', 'more', 'worrying', 'escalation', '.']",query
3773,"[""it's"", 'a', 'dialogue', ""isn't"", 'it', '?', 'please', ""don't"", 'take', 'my', 'comment', 'as', 'attacking', '.', 'i', 'am', 'not', 'sad', '..', 'yet', '.', 'im', 'stark', 'raving', 'mad', '.']",comment
3774,"['rumors', 'say', 'hostages', 'are', 'women', 'and', 'childrens', '-', '-', '-']",support
3775,"['I', 'think', ""it's"", 'injured', '.', 'I', ""can't"", 'believe', 'this', 'is', 'happening', '.', ""I've"", 'also', 'heard', 'people', 'have', 'died']",deny
3776,"['oh', 'my', 'god']",comment
3777,"['both', 'dead', 'angus', 'injured']",comment
3778,"[""I'm"", 'fucking', 'traumatized']",comment
3779,"['thank', 'god', 'its', 'over', ',', ""they're"", 'finally', 'safe', ',', 'although', 'some', 'are', 'wounded', '.', 'what', 'a', 'terrifying', 'thing', 'to', 'be', 'put', 'through']",comment
3780,"['THANK', 'GAWD', ""IT'S"", 'OVER']",comment
3781,"['The', 'of', 'us', 'are', 'watching', 'this', 'unfold', ',', ""I'm"", 'shaking', ',', 'My', 'heart', 'goes', 'out', 'to', 'the', 'hostages', 'and', 'their', 'families', '.']",support
3782,[],comment
3783,"['watching', 'it', 'live', '!']",comment
3784,[],comment
3785,[],comment
3786,"['Angus', '!', '!', 'They', 'havent', 'said', 'anything', 'about', 'the', 'gunman', '?', '?']",query
3787,"['THATS', 'THE', 'LADY', 'FROM', 'THE', 'VIDEO']",comment
3788,"['omfg', 'it', 'is']",comment
3789,"['I', 'DIDNT', 'WATCH', 'THE', 'VIDEO', 'I', 'WAS', 'TOO', 'SCARED', 'WHAT', 'HAPPENED']",comment
3790,"['people', 'escaping', 'and', ""it's"", 'all', 'over', 'mow']",comment
3791,"['so', 'thankful', ""everyone's"", 'safe', ""it's"", 'been', 'a', 'long', 'day']",comment
3792,"['thank', 'god', ""they're"", 'all', 'safe', 'now', '.', 'some', 'wounded', ',', 'but', 'still', 'safe', '.']",support
3793,[],comment
3794,"['good', '!', '!', '!']",comment
3795,"['live', 'news', 'just', 'reported', 'cops', 'yelling', 'at', 'people', 'to', 'run', '.', 'Must', 'be', 'a', 'third', 'shooter', '!']",comment
3796,"['Shocking', '...', 'Earlier', 'they', 'had', 'a', 'segment', 'on', 'TV', 'asking', 'if', 'black', 'America', 'would', 'do', 'anything', 'to', 'stop', 'the', 'looting', 'in', 'Ferguson']",comment
3797,"['Their', 'cameras', ""can't"", 'focus', 'on', 'brown', 'people', '.']",comment
3798,"['Imagine', 'if', 'Ferguson', 'folks', 'were', 'strutting', 'around', 'with', ""AR's"", '.', 'Think', 'Perry', '&', 'Hannity', 'would', 'be', 'hunkered', 'down', 'in', 'solidarity', '?']",support
3799,"[""Isn't"", 'this', 'the', 'truth', '!']",comment
3800,"['.', ""It's"", 'the', 'lack', 'of', 'property', 'damage', '.', 'On', 'Fox', ',', ""it's"", 'property', '&', 'gteople']",comment
3801,"['They', ""don't"", 'want', 'their', 'hillbilly', 'viewers', 'to', 'start', 'thinking', 'that', 'the', 'race', 'war', 'has', 'finally', 'started', '...', 'yet', '.']",comment
3802,"['assholes', 'on', 'FOXNEWS', 'are', 'a', 'major', 'reason', 'why', 'stupid', 'cops', ""don't"", 'give', 'a', 'damn', 'about', 'd', 'life', 'of', 'young', 'black', 'kids']",comment
3803,"['Na', ',', ""it's"", 'too', 'many', 'black', 'people', 'for', 'to', 'care']",query
3804,"['get', 'some', '""', ""don't"", 'tread', 'on', 'me', '""', 'flags', 'and', 'fox', 'will', 'go']",comment
3805,"['Thanks', 'going', 'where', 'many', 'of', 'us', ""don't"", 'care', 'to', 'wonder', '️', '.', 'No', 'surprises', ',', 'but', 'really', 'no', 'articles', '""', 'he', 'ran', 'at', 'my', 'car', 'really', 'fast', '.', '""']",comment
3806,"['would', 'need', 'to', 'be', 'shot', 'in', 'for', 'to', 'cover', 'it']",comment
3807,"['FOX', 'HAS', 'BECOME', 'A', 'REPUBLICAN', 'POLITICIANS', 'INFOMERCIAL', ',', '&', ""ISN'T"", 'REALLY', 'INTERESTED', 'IN', 'REAL', 'NEWS', ',', 'BOYCOTT', '!']",support
3808,"['Nicely', 'played', ',', 'sir', '!']",comment
3809,"['or', 'be', 'white', '.', 'Or', 'old', 'and', 'white', '.', 'Or', 'an', 'old', ',', 'rich', 'and', 'white', 'Senator', '.']",comment
3810,"['they', 'have', 'already', ""f'd"", 'themselves', '..', 'all', 'the', 'accounts', 'of', 'what', 'happened', '..', 'will', 'come', 'to', 'light', '..']",comment
3811,"['or', 'no', 'missing', 'pretty', 'blonde', 'white', 'girl', '.']",comment
3812,"['“', ':', 'Currently', 'the', 'website', 'has', 'zero', '/', '...', 'as', 'the', 'three', 'wise', 'monkeys', 'commented', ""'"", 'see', 'no', 'evil', 'hear', 'no', 'evil', 'speak', 'no', 'evil']",query
3813,"['I', 'remember', 'the', 'same', 'type', 'of', 'coverage', 'when', 'we', 'invaded', 'Iraq', '.', 'Boots', 'on', 'the', 'ground', '?', 'Cont', '...']",support
3814,"['My', 'column', ':', 'AN', 'EXECUTION', 'IN', 'FERGUSON', ':']",deny
3815,"['Your', 'tweet', 'really', 'makes', 'this', 'page', 'stronger', ':']",comment
3816,"[""won't"", 'release', 'the', 'name', 'of', 'the', 'cop', 'who', 'did', 'the', 'shooting', '&', 'have', 'not', 'spoke', 'to', 'the', 'witnesses', '..']",comment
3817,"['Buying', 'Time', 'to', 'Protect', 'a', 'Racist', '..', 'Murdering', 'Cop', '..']",comment
3818,"['I', 'know', ""that's"", 'right', '..', 'hoping', 'to', 'god', 'captured', 'on', 'phone', '+', ""hasn't"", 'came', 'forward', '-', 'yet', '..', '(', 'video', '/', 'shooting', ')']",support
3819,"['If', 'we', ""don't"", 'Jail', 'these', 'Rogue', '..', 'Racist', 'Cops', 'they', ""won't"", 'Stop', 'Killing', 'young', 'Unarmed', 'Black', 'Men', '..']",comment
3820,"['I', 'was', 'raised', 'by', 'a', 'hater', ';', '+', 'knew', 'very', 'wrong-always.But', 'it', 'baffles', 'me', 'w', 'in', 'creation', 'y', 'ppl', 'hate', 'rt', 'race', '..']",comment
3821,['and'],comment
3822,"['Boots', 'on', 'the', 'ground', '?', 'Who', 'cares', '!', 'We', 'need', 'more', 'coverage', 'of', 'Brittney', 'Spears', ""'"", 'blobs', '!']",comment
3823,"['Good', 'to', 'know', 'but', 'exactly', 'what', 'is', 'to', 'be', 'eected', '.']",comment
3824,"['you', 'have', 'the', 'right', 'to', 'remain', 'silent', 'but', ""isn't"", 'that', 'how', 'we', 'ended', 'up', 'here', '?']",comment
3825,"['so', 'tragic', '!']",comment
3826,[],query
3827,"['Too', 'busy', 'bitching', 'about', 'POTUS', 'for', 'sure']",comment
3828,"['Strong', 'Armed', 'Robbery', ""ain't"", 'a', 'misdemeanor', '&', 'supplies', 'a', 'motive', 'for', 'fighting', 'w', '/', 'the', 'cop', '.', 'And', ',', 'yeah', ',', ""I'm"", 'an', 'asshole', '.']",comment
3829,"['.', 'Damn', 'right', ""you're"", 'an', 'asshole', '!', 'Since', 'when', 'is', 'shooting', 'an', 'UNARMED', 'TEENAGER', 'ok', '?', 'Only', 'racists', 'find', 'it', 'acceptable', '.']",comment
3830,"['""', 'might', '""', 'does', 'not', 'even', 'constitute', 'evidenciary', 'support', 'for', 'ANY', 'criminal', 'charges', '.']",comment
3831,"['attacking', 'an', 'officer', 'is', 'no', 'a', 'misdemeanor', '...']",deny
3832,"['Hey', 'look', ',', ""it's"", 'a', 'fucking', 'racist', '!', 'BLOCK', ',', 'you', 'son', 'of', 'a', 'bitch', '.']",support
3833,"['If', 'you', ""don't"", 'think', 'there', 'is', 'clear', 'motive', 'in', 'fighting', 'or', 'fleeing', 'from', 'police', 'after', 'robbery', ',', 'you', 'are', 'a', 'fucking', 'moron', '.']",deny
3834,"['.', 'This', '""', 'fucking', 'moron', '""', 'has', 'an', 'IQ', 'of', '&', 'admission', 'to', 'med', 'school', ',', 'but', 'you', 'are', 'DEFINITELY', 'a', 'fucking', 'racist', '.']",deny
3835,"[""You've"", 'confirmed', '.', 'Only', 'the', 'true', 'idiots', 'try', 'to', 'brag', 'about', 'their', 'IQ', 'on', 'social', 'media', 'and', 'believe', 'admission', 'equals', 'intelligence', '.']",comment
3836,"['ugh', 'my', 'heart', 'goes', 'out', '.', 'And', 'southerners', 'in', 'the', 'us', 'want', 'to', 'be', 'able', 'to', 'pack', 'heat', 'in', 'church', ',', 'at', 'the', 'library', ',', 'etc', '.', 'Idiots']",comment
3837,"['showed', 'footage', 'of', 'shooting', 'inside', 'parliament', ':', 'I', 'found', 'it', 'quite', 'disturbing']",support
3838,"['Bloody', 'hell', '!', 'That', 'was', 'my', 'hang', 'out', 'in', 'Ottawa', 'years', 'ago', '!', 'This', 'smacks', 'of', ""Harper's"", 'foreign', 'policy', 'payback']",comment
3839,"['RIP', 'Nathan', '.']",comment
3840,"['This', 'world', 'is', 'seriously', 'going', 'to', 'hell', 'in', 'a', 'hand', 'cart', '.', ""I'm"", 'entirely', 'fed', 'up', 'with', 'innocent', 'bystanders', 'being', 'senselessly', 'killed', '.']",comment
3841,"['Soldiers', ""aren't"", 'innocent', 'They', 'are', 'the', 'complete', 'opposite']",comment
3842,"['That', ""doesn't"", 'sound', 'incredibly', 'cryptic', '...']",comment
